797.8021978,823.992674,813.5164835,787.3260073,0
819.96337,822.7838828,821.1721612,782.0879121,0
832.0512821,828.021978,824.3956044,776.4468864,0
809.8901099,825.2014652,821.1721612,778.8644689,0
797.3992674,819.1575092,817.9487179,784.9084249,0
819.5604396,821.978022,814.7252747,783.6996337,0
830.8424908,826.8131868,806.6666667,778.4615385,0
809.4871795,826.8131868,801.8315018,782.8937729,0
790.1465201,826.007326,801.025641,793.3699634,0
801.025641,828.8278388,801.8315018,791.3553114,0
827.2161172,834.4688645,803.8461538,783.2967033,0
817.5457875,837.2893773,798.2051282,788.9377289,0
786.9230769,832.0512821,789.7435897,794.5787546,0
790.952381,834.8717949,798.2051282,790.952381,0
817.1428571,838.4981685,810.6959707,787.3260073,0
823.992674,834.8717949,808.2783883,796.5934066,0
819.5604396,832.4542125,809.8901099,819.5604396,0
813.5164835,829.6336996,819.5604396,813.5164835,0
829.6336996,832.4542125,815.1282051,795.7875458,0
834.0659341,833.2600733,809.0842491,785.7142857,0
804.6520147,835.6776557,809.8901099,782.4908425,0
785.7142857,834.8717949,798.2051282,779.6703297,0
805.8608059,832.0512821,794.1758242,777.2527473,0
806.2637363,836.4835165,801.025641,753.0769231,0
773.2234432,838.4981685,792.5641026,740.1831502,0
754.6886447,841.7216117,787.3260073,745.8241758,0
751.4652015,839.3040293,790.5494505,728.0952381,0
771.6117216,836.0805861,788.9377289,717.6190476,0
772.8205128,840.5128205,789.3406593,718.021978,0
737.7655678,841.3186813,785.3113553,723.6630037,0
732.1245421,843.3333333,773.6263736,734.1391941,0
763.956044,836.4835165,778.8644689,732.1245421,0
781.6849817,830.8424908,805.4578755,740.989011,0
767.1794872,826.007326,813.9194139,754.6886447,0
763.5531136,821.1721612,809.0842491,761.5384615,0
785.7142857,826.4102564,805.8608059,765.5677656,0
805.4578755,830.03663,796.1904762,769.5970696,0
794.981685,831.2454212,788.9377289,777.2527473,0
780.8791209,828.4249084,791.7582418,782.4908425,0
791.7582418,819.1575092,794.981685,774.8351648,0
812.3076923,821.978022,793.7728938,772.4175824,0
807.4725275,829.2307692,794.981685,785.7142857,0
782.4908425,826.4102564,799.4139194,793.7728938,0
787.7289377,824.7985348,794.5787546,786.5201465,0
815.1282051,824.7985348,791.3553114,782.0879121,0
811.0989011,824.7985348,797.8021978,790.1465201,0
786.1172161,821.978022,801.4285714,802.2344322,0
787.7289377,820.3663004,804.2490842,807.0695971,0
814.3223443,822.3809524,805.8608059,802.2344322,0
817.1428571,820.7692308,801.8315018,800.2197802,0
796.1904762,819.5604396,802.2344322,809.0842491,0
789.7435897,823.5897436,809.8901099,814.3223443,0
806.6666667,821.978022,812.3076923,813.9194139,0
822.7838828,820.3663004,802.6373626,806.2637363,0
806.2637363,823.5897436,807.8754579,803.8461538,0
785.3113553,823.992674,813.5164835,813.5164835,0
801.025641,825.2014652,812.3076923,814.3223443,0
830.8424908,830.03663,818.3516484,804.2490842,0
822.7838828,832.4542125,817.5457875,806.2637363,0
806.2637363,832.4542125,814.3223443,817.5457875,0
824.7985348,836.0805861,813.9194139,822.7838828,0
846.959707,836.8864469,805.0549451,818.3516484,0
846.5567766,836.4835165,795.7875458,820.3663004,0
827.6190476,831.2454212,801.8315018,816.7399267,0
811.9047619,823.992674,810.6959707,803.8461538,0
823.992674,828.4249084,816.7399267,804.6520147,0
829.2307692,830.4395604,819.5604396,807.8754579,0
810.2930403,822.7838828,817.5457875,807.4725275,0
804.2490842,821.978022,817.9487179,815.5311355,0
814.3223443,822.7838828,815.9340659,815.5311355,0
827.2161172,823.992674,814.3223443,808.6813187,0
815.5311355,828.4249084,814.3223443,814.7252747,0
793.7728938,829.2307692,809.8901099,826.8131868,0
803.4432234,828.021978,810.6959707,827.2161172,0
824.3956044,832.8571429,816.3369963,814.3223443,0
